	0	Library Name	Location Name	Classification Code	Circ Desk Code	Loan Date	 DESCRIPTOR_IDOF(Loan Date)	Loans	Renewals	Returns
450	0	Mugar	boss-Stacks	DS	RES_DESK	2019-01-23	2019-01-23	1	0	0
451	0	Mugar	boss-Stacks	E	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	12	0	0
452	0	Mugar	mrr-Reserves	E	MUGRES	2019-01-23	2019-01-23	1	0	1
453	0	Mugar	boss-Stacks	E	RES_DESK	2019-01-23	2019-01-23	1	0	0
454	0	Mugar	boss-Stacks	E	SC	2019-01-23	2019-01-23	1	0	0
455	0	Mugar	boss-Stacks	F	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	1
456	0	Mugar	boss-Stacks	F	SC	2019-01-23	2019-01-23	1	0	0
457	0	Mugar	boss-Stacks	GE	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
458	0	Mugar	boss-Stacks	GN	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
459	0	Mugar	mrr-Reserves	GN	MUGRES	2019-01-23	2019-01-23	1	0	1
460	0	Mugar	boss-Stacks	GR	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
461	0	Mugar	mrr-Reserves	GR	MUGRES	2019-01-23	2019-01-23	4	0	4
462	0	Mugar	boss-Stacks	GT	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	2	0	0
463	0	Mugar	boss-Stacks	GT	SC	2019-01-23	2019-01-23	1	0	0
464	0	Mugar	boss-Stacks	HB	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
465	0	Mugar	boss-Stacks	HC	SC	2019-01-23	2019-01-23	2	0	0
466	0	Mugar	boss-Stacks	HD	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
467	0	Mugar	boss-Stacks	HD	SC	2019-01-23	2019-01-23	1	0	0
468	0	Mugar	boss-Stacks	HG	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	2	0	0
469	0	Mugar	boss-Stacks	HN	RES_DESK	2019-01-23	2019-01-23	1	0	0
470	0	Mugar	boss-Stacks	HQ	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	6	0	0
471	0	Mugar	boss-Stacks	HQ	SC	2019-01-23	2019-01-23	2	0	0
472	0	Mugar	boss-Stacks	HV	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	2	0	0
473	0	Mugar	mrr-Reserves	HV	MUGRES	2019-01-23	2019-01-23	2	0	2
474	0	Mugar	boss-Stacks	HV	RES_DESK	2019-01-23	2019-01-23	1	0	0
475	0	Mugar	boss-Stacks	JC	SC	2019-01-23	2019-01-23	1	0	0
476	0	Mugar	boss-Stacks	JZ	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
477	0	Mugar	mrr1-Permanent Reserves	LB	MUGRES	2019-01-23	2019-01-23	1	0	1
478	0	Mugar	Off-site Storage: sign in and request to pick up only at Mugar, Science, or Pardee Library	LD	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
479	0	Mugar	boss-Stacks	N	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	8	0	0
480	0	Mugar	mrr-Reserves	N	MUGRES	2019-01-23	2019-01-23	1	0	1
481	0	Mugar	mrr-Reserves	NA	MUGRES	2019-01-23	2019-01-23	1	0	1
482	0	Mugar	boss-Stacks	NA	SC	2019-01-23	2019-01-23	1	0	0
483	0	Mugar	boss-Stacks	ND	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	2	0	0
484	0	Mugar	boss-Stacks	NK	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
485	0	Mugar	boss-Stacks	NX	SC	2019-01-23	2019-01-23	1	0	0
486	0	Mugar	boss-Stacks	P	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	3	0	0
487	0	Mugar	boss-Stacks	P	SC	2019-01-23	2019-01-23	1	0	0
488	0	Mugar	boss-Stacks	PA	RES_DESK	2019-01-23	2019-01-23	1	0	0
489	0	Mugar	boss-Stacks	PA	SC	2019-01-23	2019-01-23	7	0	0
490	0	Mugar	boss-Stacks	PE	SC	2019-01-23	2019-01-23	1	0	0
491	0	Mugar	boss-Stacks	PJ	SC	2019-01-23	2019-01-23	2	0	0
492	0	Mugar	mrr-Reserves	PL	MUGRES	2019-01-23	2019-01-23	1	0	1
493	0	Mugar	boss-Stacks	PN	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	10	0	1
494	0	Mugar	boss-Stacks	PN	RES_DESK	2019-01-23	2019-01-23	1	0	0
495	0	Mugar	boss-Stacks	PN	SC	2019-01-23	2019-01-23	3	0	0
496	0	Mugar	boss-Stacks	PQ	RES_DESK	2019-01-23	2019-01-23	3	0	0
497	0	Mugar	boss-Stacks	PR	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	5	0	0
498	0	Mugar	boss-Stacks	PR	SC	2019-01-23	2019-01-23	5	0	0
499	0	Mugar	boss-Stacks	PS	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	9	0	0
500	0	Mugar	boss-Stacks	PS	SC	2019-01-23	2019-01-23	3	0	0
501	0	Mugar	boss-Stacks	PT	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	2	0	0
502	0	Mugar	boss-Stacks	Q	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
503	0	Mugar	Off-site Storage: sign in and request to pick up only at Mugar, Science, or Pardee Library	QC	IRONRS	2019-01-23	2019-01-23	1	0	1
504	0	Mugar	boss-Stacks	RC	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
505	0	Mugar	mrr-Reserves	RC	MUGRES	2019-01-23	2019-01-23	1	0	0
506	0	Mugar	boss-Stacks	RM	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
507	0	Mugar	Folio	TR	SC	2019-01-23	2019-01-23	7	0	0
508	0	Mugar	boss-Stacks	TT	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	1	0	0
509	0	Mugar	Krasker Film Collection	Unknown	Krasker	2019-01-23	2019-01-23	1	0	0
510	0	Mugar	mrr-Reserves	Unknown	MUGRES	2019-01-23	2019-01-23	6	0	5
511	0	Mugar	boss-Stacks	B	SC	2019-01-24	2019-01-24	1	0	0
512	0	Mugar	boss-Stacks	BL	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	2	0	0
513	0	Mugar	mrr-Reserves	BM	MUGRES	2019-01-24	2019-01-24	1	0	1
514	0	Mugar	boss-Stacks	BR	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
515	0	Mugar	boss-Stacks	BX	RES_DESK	2019-01-24	2019-01-24	1	0	0
516	0	Mugar	boss-Stacks	CB	SC	2019-01-24	2019-01-24	1	0	0
517	0	Mugar	boss-Stacks	D	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	2	0	0
518	0	Mugar	boss-Stacks	DA	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
519	0	Mugar	boss-Stacks	DC	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
520	0	Mugar	boss-Stacks	DF	RES_DESK	2019-01-24	2019-01-24	1	0	0
521	0	Mugar	boss-Stacks	DG	RES_DESK	2019-01-24	2019-01-24	1	0	0
522	0	Mugar	boss-Stacks	DS	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	2	0	0
523	0	Mugar	boss-Stacks	DT	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	4	0	0
524	0	Mugar	boss-Stacks	DT	SC	2019-01-24	2019-01-24	1	0	0
525	0	Mugar	boss-Stacks	E	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	2	0	0
526	0	Mugar	mrr-Reserves	E	MUGRES	2019-01-24	2019-01-24	1	0	1
527	0	Mugar	boss-Stacks	E	RES_DESK	2019-01-24	2019-01-24	1	0	0
528	0	Mugar	mrr-Reserves	GN	MUGRES	2019-01-24	2019-01-24	1	0	1
529	0	Mugar	boss-Stacks	GN	RES_DESK	2019-01-24	2019-01-24	1	0	0
530	0	Mugar	mrr-Reserves	GT	MUGRES	2019-01-24	2019-01-24	3	0	2
531	0	Mugar	boss-Stacks	HB	SC	2019-01-24	2019-01-24	3	0	0
532	0	Mugar	boss-Stacks	HC	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
533	0	Mugar	mrr-Reserves	HC	MUGRES	2019-01-24	2019-01-24	2	0	1
534	0	Mugar	boss-Stacks	HD	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
535	0	Mugar	Off-site Storage: sign in and request to pick up only at Mugar, Science, or Pardee Library	HD	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
536	0	Mugar	mrr-Reserves	HE	MUGRES	2019-01-24	2019-01-24	1	0	0
537	0	Mugar	boss-Stacks	HM	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	5	0	0
538	0	Mugar	Off-site Storage: sign in and request to pick up only at Mugar, Science, or Pardee Library	HN	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
539	0	Mugar	boss-Stacks	HQ	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	3	0	0
540	0	Mugar	boss-Stacks	HV	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	3	0	0
541	0	Mugar	mrr-Reserves	HV	MUGRES	2019-01-24	2019-01-24	4	0	4
542	0	Mugar	boss-Stacks	JA	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
543	0	Mugar	boss-Stacks	KJV	SC	2019-01-24	2019-01-24	1	0	0
544	0	Mugar	boss-Stacks	N	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	4	0	0
545	0	Mugar	boss-Stacks	NA	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
546	0	Mugar	boss-Stacks	NA	RES_DESK	2019-01-24	2019-01-24	1	0	0
547	0	Mugar	boss-Stacks	NA	SC	2019-01-24	2019-01-24	3	0	0
548	0	Mugar	boss-Stacks	NC	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	3	0	0
549	0	Mugar	boss-Stacks	ND	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
550	0	Mugar	boss-Stacks	NK	SC	2019-01-24	2019-01-24	1	0	0
551	0	Mugar	boss-Stacks	P	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	3	0	0
552	0	Mugar	boss-Stacks	PA	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	8	0	0
553	0	Mugar	boss-Stacks	PN	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	3	0	0
554	0	Mugar	boss-Stacks	PN	RES_DESK	2019-01-24	2019-01-24	1	0	0
555	0	Mugar	boss-Stacks	PN	SC	2019-01-24	2019-01-24	1	0	0
556	0	Mugar	boss-Stacks	PQ	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	2	0	0
557	0	Mugar	boss-Stacks	PQ	RES_DESK	2019-01-24	2019-01-24	2	0	1
558	0	Mugar	boss-Stacks	PR	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
559	0	Mugar	boss-Stacks	PR	SC	2019-01-24	2019-01-24	2	0	0
560	0	Mugar	6floordisp	PR	SC	2019-01-24	2019-01-24	1	0	0
561	0	Mugar	boss-Stacks	PS	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
562	0	Mugar	boss-Stacks	PS	SC	2019-01-24	2019-01-24	1	0	0
563	0	Mugar	Off-site Storage: sign in and request to pick up only at Mugar, Science, or Pardee Library	TK	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
564	0	Mugar	Krasker Film Collection	Unknown	Krasker	2019-01-24	2019-01-24	9	0	1
565	0	Mugar	mrr-Reserves	Unknown	MUGRES	2019-01-24	2019-01-24	7	0	6
566	0	Mugar	Off-site Storage: sign in and request to pick up only at Mugar, Science, or Pardee Library	Z	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	1	0	0
567	0	Alumni Medical Library	Stacks	Unknown	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	2	0	0
568	0	Alumni Medical Library	Stacks	Unknown	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	0
569	0	Alumni Medical Library	Thesis	Unknown	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	3	0	0
570	0	Alumni Medical Library	Stacks	Unknown	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
571	0	Alumni Medical Library	Stacks	Unknown	DEFAULT_CIRC_DESK	2019-01-19	2019-01-19	1	0	0
572	0	Alumni Medical Library	Stacks	Unknown	DEFAULT_CIRC_DESK	2019-01-22	2019-01-22	4	0	0
573	0	Alumni Medical Library	Stacks	Unknown	DEFAULT_CIRC_DESK	2019-01-23	2019-01-23	9	0	0
574	0	Alumni Medical Library	Stacks	Unknown	DEFAULT_CIRC_DESK	2019-01-24	2019-01-24	4	0	0
575	0	Fineman & Pappas Law Libraries	Pappas Reading Room	E	DEFAULT_CIRC_DESK	2019-01-11	2019-01-11	1	0	0
576	0	Fineman & Pappas Law Libraries	Pappas Reading Room	KD	DEFAULT_CIRC_DESK	2019-01-11	2019-01-11	1	0	0
577	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	DEFAULT_CIRC_DESK	2019-01-11	2019-01-11	5	0	5
578	0	Fineman & Pappas Law Libraries	Pappas Reading Room	GN	DEFAULT_CIRC_DESK	2019-01-12	2019-01-12	1	0	0
579	0	Fineman & Pappas Law Libraries	Pappas Reading Room	JF	DEFAULT_CIRC_DESK	2019-01-12	2019-01-12	1	0	0
580	0	Fineman & Pappas Law Libraries	Annex	KF	DEFAULT_CIRC_DESK	2019-01-12	2019-01-12	1	0	0
581	0	Fineman & Pappas Law Libraries	Faculty Library	KF	DEFAULT_CIRC_DESK	2019-01-12	2019-01-12	1	0	1
582	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	DEFAULT_CIRC_DESK	2019-01-12	2019-01-12	2	0	2
583	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD2	2019-01-12	2019-01-12	1	2	1
584	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD3	2019-01-12	2019-01-12	1	0	1
585	0	Fineman & Pappas Law Libraries	Mezzanine	RA	DEFAULT_CIRC_DESK	2019-01-13	2019-01-13	1	0	0
586	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	DEFAULT_CIRC_DESK	2019-01-13	2019-01-13	2	0	2
587	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD3	2019-01-13	2019-01-13	1	0	1
588	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HD	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	1	0	0
589	0	Fineman & Pappas Law Libraries	Annex	HG	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	1	0	0
590	0	Fineman & Pappas Law Libraries	Annex	KF	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	4	1	0
591	0	Fineman & Pappas Law Libraries	Annex Library Use Only	KF	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	1	0	0
592	0	Fineman & Pappas Law Libraries	Do Not Renew	KF	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	2	0	2
593	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	25	5	25
594	0	Fineman & Pappas Law Libraries	Tech Services	Unknown	DEFAULT_CIRC_DESK	2019-01-14	2019-01-14	1	1	0
595	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD3	2019-01-14	2019-01-14	6	3	6
596	0	Fineman & Pappas Law Libraries	Pappas Reading Room	BF	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	0	0
597	0	Fineman & Pappas Law Libraries	Pappas Reading Room	E	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	0	0
598	0	Fineman & Pappas Law Libraries	Annex	HG	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	0	1
599	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HN	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	1	0
600	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HQ	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	0	0
601	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HT	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	0	0
602	0	Fineman & Pappas Law Libraries	Annex	JX	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	0	0
603	0	Fineman & Pappas Law Libraries	Annex	KD	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	1	0	0
604	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	DEFAULT_CIRC_DESK	2019-01-15	2019-01-15	33	11	33
605	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD2	2019-01-15	2019-01-15	4	1	4
606	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD3	2019-01-15	2019-01-15	4	0	4
607	0	Fineman & Pappas Law Libraries	Do Not Renew	BF	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	1
608	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HB	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	0
609	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HG	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	3	0	2
610	0	Fineman & Pappas Law Libraries	Annex	HM	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	1
611	0	Fineman & Pappas Law Libraries	Annex	K	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	0
612	0	Fineman & Pappas Law Libraries	Pappas Reading Room	K	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	0
613	0	Fineman & Pappas Law Libraries	Pappas Reading Room	KF	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	2	0	2
614	0	Fineman & Pappas Law Libraries	Annex	KF	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	4	0	4
615	0	Fineman & Pappas Law Libraries	Annex	KKV	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	0
616	0	Fineman & Pappas Law Libraries	Mezzanine	KZ	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	1
617	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	19	1	18
618	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD2	2019-01-16	2019-01-16	2	2	2
619	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD3	2019-01-16	2019-01-16	10	3	10
620	0	Fineman & Pappas Law Libraries	Fineman Reference Suite	Z	DEFAULT_CIRC_DESK	2019-01-16	2019-01-16	1	0	0
621	0	Fineman & Pappas Law Libraries	Pappas Reading Room	BF	LAW_CD2	2019-01-17	2019-01-17	2	0	2
622	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HG	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	1	0	0
623	0	Fineman & Pappas Law Libraries	Annex	K	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	1	0	1
624	0	Fineman & Pappas Law Libraries	Pappas Reading Room	K	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	1	0	0
625	0	Fineman & Pappas Law Libraries	Annex	KF	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	1	0	0
626	0	Fineman & Pappas Law Libraries	Pappas Reading Room	KF	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	1	0	1
627	0	Fineman & Pappas Law Libraries	Mezzanine	KZA	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	1	0	0
628	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	20	1	20
629	0	Fineman & Pappas Law Libraries	Fineman circulation desk	Unknown	LAW_CD2	2019-01-17	2019-01-17	2	1	2
630	0	Fineman & Pappas Law Libraries	Fineman Reference Suite Library Use Only	Z	DEFAULT_CIRC_DESK	2019-01-17	2019-01-17	1	0	0
631	0	Fineman & Pappas Law Libraries	Annex	D	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
632	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HB	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
633	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HD	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
634	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HD	LAW_CD2	2019-01-18	2019-01-18	1	0	0
635	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HG	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
636	0	Fineman & Pappas Law Libraries	Pappas Reading Room	HQ	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
637	0	Fineman & Pappas Law Libraries	Pappas Reading Room	K	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
638	0	Fineman & Pappas Law Libraries	Pappas Reading Room	K	LAW_CD2	2019-01-18	2019-01-18	1	0	0
639	0	Fineman & Pappas Law Libraries	Annex	KF	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	2	0	0
640	0	Fineman & Pappas Law Libraries	Faculty Library	KF	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
641	0	Fineman & Pappas Law Libraries	Mezzanine	UA	DEFAULT_CIRC_DESK	2019-01-18	2019-01-18	1	0	0
